Jan. 18, 2025   14:15:40
Cyclic Voltammetry
0.063, -5.225e-4
0.062, -5.227e-4
0.061, -5.229e-4
0.060, -5.231e-4
0.059, -5.233e-4
0.058, -5.235e-4
0.057, -5.237e-4
0.056, -5.239e-4
0.055, -5.241e-4
0.054, -5.243e-4
0.053, -5.245e-4
0.052, -5.247e-4
0.051, -5.249e-4
0.050, -5.251e-4
0.049, -5.253e-4
0.048, -5.255e-4
0.047, -5.257e-4
0.046, -5.259e-4
0.045, -5.261e-4
0.044, -5.263e-4
0.043, -5.265e-4
0.042, -5.267e-4
0.041, -5.269e-4
0.040, -5.271e-4
0.039, -5.273e-4
0.038, -5.275e-4
0.037, -5.277e-4
0.036, -5.279e-4
0.035, -5.281e-4
0.034, -5.283e-4
0.033, -5.285e-4
0.032, -5.287e-4
0.031, -5.289e-4
0.030, -5.291e-4
0.029, -5.293e-4
0.028, -5.295e-4
0.027, -5.297e-4
0.026, -5.299e-4
0.025, -5.301e-4
0.024, -5.303e-4
0.023, -5.305e-4
0.022, -5.307e-4
0.021, -5.309e-4
0.020, -5.311e-4
0.019, -5.312e-4
0.018, -5.314e-4
0.017, -5.316e-4
0.016, -5.318e-4
0.015, -5.320e-4
0.014, -5.322e-4
0.013, -5.324e-4
0.012, -5.326e-4
0.011, -5.328e-4
0.010, -5.330e-4
0.009, -5.332e-4
0.008, -5.334e-4
0.007, -5.336e-4
0.006, -5.338e-4
0.005, -5.340e-4
0.004, -5.342e-4
0.003, -5.344e-4
0.002, -5.346e-4
0.001, -5.348e-4
0.000, -5.350e-4
-0.001, -5.353e-4
-0.002, -5.355e-4
-0.003, -5.357e-4
-0.004, -5.359e-4
-0.005, -5.361e-4
-0.006, -5.362e-4
-0.007, -5.364e-4
-0.008, -5.366e-4
-0.009, -5.368e-4
-0.010, -5.370e-4
-0.011, -5.372e-4
-0.012, -5.374e-4
-0.013, -5.376e-4
-0.014, -5.378e-4
-0.015, -5.380e-4
-0.016, -5.382e-4
-0.017, -5.384e-4
-0.018, -5.386e-4
-0.019, -5.388e-4
-0.020, -5.390e-4
-0.021, -5.391e-4
-0.022, -5.393e-4
-0.023, -5.395e-4
-0.024, -5.397e-4
-0.025, -5.399e-4
-0.026, -5.401e-4
-0.027, -5.403e-4
-0.028, -5.405e-4
-0.029, -5.407e-4
-0.030, -5.409e-4
-0.031, -5.411e-4
-0.032, -5.413e-4
-0.033, -5.415e-4
-0.034, -5.417e-4
-0.035, -5.419e-4
-0.036, -5.421e-4
-0.037, -5.423e-4
-0.038, -5.425e-4
-0.039, -5.427e-4
-0.040, -5.429e-4
-0.041, -5.431e-4
-0.042, -5.433e-4
-0.043, -5.435e-4
-0.044, -5.437e-4
-0.045, -5.439e-4
-0.046, -5.441e-4
-0.047, -5.443e-4
-0.048, -5.445e-4
-0.049, -5.447e-4
-0.050, -5.449e-4
-0.051, -5.451e-4
-0.052, -5.454e-4
-0.053, -5.456e-4
-0.054, -5.458e-4
-0.055, -5.460e-4
-0.056, -5.462e-4
-0.057, -5.464e-4
-0.058, -5.467e-4
-0.059, -5.469e-4
-0.060, -5.471e-4
-0.061, -5.473e-4
-0.062, -5.475e-4
-0.063, -5.477e-4
-0.064, -5.480e-4
-0.065, -5.482e-4
-0.066, -5.484e-4
-0.067, -5.487e-4
-0.068, -5.489e-4
-0.069, -5.491e-4
-0.070, -5.493e-4
-0.071, -5.495e-4
-0.072, -5.498e-4
-0.073, -5.500e-4
-0.074, -5.502e-4
-0.075, -5.505e-4
-0.076, -5.507e-4
-0.077, -5.509e-4
-0.078, -5.512e-4
-0.079, -5.514e-4
-0.080, -5.516e-4
-0.081, -5.519e-4
-0.082, -5.521e-4
-0.083, -5.523e-4
-0.084, -5.526e-4
-0.085, -5.528e-4
-0.086, -5.530e-4
-0.087, -5.533e-4
-0.088, -5.535e-4
-0.089, -5.537e-4
-0.090, -5.539e-4
-0.091, -5.542e-4
-0.092, -5.544e-4
-0.093, -5.546e-4
-0.094, -5.549e-4
-0.095, -5.551e-4
-0.096, -5.553e-4
-0.097, -5.556e-4
-0.098, -5.558e-4
-0.099, -5.560e-4
-0.100, -5.563e-4
-0.101, -5.565e-4
-0.102, -5.568e-4
-0.103, -5.570e-4
-0.104, -5.573e-4
-0.105, -5.576e-4
-0.106, -5.578e-4
-0.107, -5.580e-4
-0.108, -5.582e-4
-0.109, -5.585e-4
-0.110, -5.587e-4
-0.111, -5.589e-4
-0.112, -5.591e-4
-0.113, -5.593e-4
-0.114, -5.596e-4
-0.115, -5.598e-4
-0.116, -5.600e-4
-0.117, -5.602e-4
-0.118, -5.604e-4
-0.119, -5.606e-4
-0.120, -5.608e-4
-0.121, -5.610e-4
-0.122, -5.612e-4
-0.123, -5.615e-4
-0.124, -5.617e-4
-0.125, -5.619e-4
-0.126, -5.621e-4
-0.127, -5.623e-4
-0.128, -5.625e-4
-0.129, -5.627e-4
-0.130, -5.629e-4
-0.131, -5.631e-4
-0.132, -5.632e-4
-0.133, -5.634e-4
-0.134, -5.636e-4
-0.135, -5.638e-4
-0.136, -5.640e-4
-0.137, -5.642e-4
-0.138, -5.644e-4
-0.139, -5.646e-4
-0.140, -5.647e-4
-0.141, -5.649e-4
-0.142, -5.651e-4
-0.143, -5.653e-4
-0.144, -5.654e-4
-0.145, -5.656e-4
-0.146, -5.658e-4
-0.147, -5.660e-4
-0.148, -5.661e-4
-0.149, -5.663e-4
-0.150, -5.665e-4
-0.151, -5.666e-4
-0.152, -5.668e-4
-0.153, -5.669e-4
-0.154, -5.671e-4
-0.155, -5.673e-4
-0.156, -5.674e-4
-0.157, -5.676e-4
-0.158, -5.678e-4
-0.159, -5.679e-4
-0.160, -5.681e-4
-0.161, -5.682e-4
-0.162, -5.684e-4
-0.163, -5.685e-4
-0.164, -5.687e-4
-0.165, -5.688e-4
-0.166, -5.689e-4
-0.167, -5.691e-4
-0.168, -5.692e-4
-0.169, -5.694e-4
-0.170, -5.695e-4
-0.171, -5.696e-4
-0.172, -5.698e-4
-0.173, -5.699e-4
-0.174, -5.700e-4
-0.175, -5.702e-4
-0.176, -5.703e-4
-0.177, -5.704e-4
-0.178, -5.705e-4
-0.179, -5.706e-4
-0.180, -5.707e-4
-0.181, -5.709e-4
-0.182, -5.710e-4
-0.183, -5.711e-4
-0.184, -5.712e-4
-0.185, -5.714e-4
-0.186, -5.715e-4
-0.187, -5.716e-4
-0.188, -5.717e-4
-0.189, -5.718e-4
-0.190, -5.719e-4
-0.191, -5.720e-4
-0.192, -5.721e-4
-0.193, -5.722e-4
-0.194, -5.723e-4
-0.195, -5.724e-4
-0.196, -5.725e-4
-0.197, -5.727e-4
-0.198, -5.728e-4
-0.199, -5.729e-4
-0.200, -5.730e-4
-0.201, -5.731e-4
-0.202, -5.732e-4
-0.203, -5.733e-4
-0.204, -5.734e-4
-0.205, -5.735e-4
-0.206, -5.736e-4
-0.207, -5.736e-4
-0.208, -5.737e-4
-0.209, -5.738e-4
-0.210, -5.739e-4
-0.211, -5.740e-4
-0.212, -5.741e-4
-0.213, -5.742e-4
-0.214, -5.743e-4
-0.215, -5.744e-4
-0.216, -5.744e-4
-0.217, -5.745e-4
-0.218, -5.746e-4
-0.219, -5.747e-4
-0.220, -5.748e-4
-0.221, -5.749e-4
-0.222, -5.749e-4
-0.223, -5.750e-4
-0.224, -5.751e-4
-0.225, -5.752e-4
-0.226, -5.753e-4
-0.227, -5.753e-4
-0.228, -5.754e-4
-0.229, -5.755e-4
-0.230, -5.756e-4
-0.231, -5.756e-4
-0.232, -5.757e-4
-0.233, -5.758e-4
-0.234, -5.759e-4
-0.235, -5.759e-4
-0.236, -5.760e-4
-0.237, -5.761e-4
-0.238, -5.762e-4
-0.239, -5.763e-4
-0.240, -5.764e-4
-0.241, -5.765e-4
-0.242, -5.765e-4
-0.243, -5.766e-4
-0.244, -5.767e-4
-0.245, -5.768e-4
-0.246, -5.769e-4
-0.247, -5.770e-4
-0.248, -5.771e-4
-0.249, -5.772e-4
-0.250, -5.773e-4
-0.251, -5.774e-4
-0.252, -5.776e-4
-0.253, -5.777e-4
-0.254, -5.778e-4
-0.255, -5.779e-4
-0.256, -5.780e-4
-0.257, -5.782e-4
-0.258, -5.783e-4
-0.259, -5.784e-4
-0.260, -5.786e-4
-0.261, -5.787e-4
-0.262, -5.788e-4
-0.263, -5.790e-4
-0.264, -5.791e-4
-0.265, -5.793e-4
-0.266, -5.794e-4
-0.267, -5.796e-4
-0.268, -5.798e-4
-0.269, -5.799e-4
-0.270, -5.801e-4
-0.271, -5.803e-4
-0.272, -5.805e-4
-0.273, -5.806e-4
-0.274, -5.808e-4
-0.275, -5.810e-4
-0.276, -5.813e-4
-0.277, -5.815e-4
-0.278, -5.817e-4
-0.279, -5.819e-4
-0.280, -5.821e-4
-0.281, -5.823e-4
-0.282, -5.825e-4
-0.283, -5.828e-4
-0.284, -5.830e-4
-0.285, -5.832e-4
-0.286, -5.835e-4
-0.287, -5.837e-4
-0.288, -5.840e-4
-0.289, -5.842e-4
-0.290, -5.845e-4
-0.291, -5.848e-4
-0.292, -5.850e-4
-0.293, -5.853e-4
-0.294, -5.856e-4
-0.295, -5.859e-4
-0.296, -5.862e-4
-0.297, -5.865e-4
-0.298, -5.868e-4
-0.299, -5.871e-4
-0.300, -5.874e-4
-0.301, -5.877e-4
-0.302, -5.880e-4
-0.303, -5.883e-4
-0.304, -5.886e-4
-0.305, -5.889e-4
-0.306, -5.892e-4
-0.307, -5.896e-4
-0.308, -5.899e-4
-0.309, -5.903e-4
-0.310, -5.906e-4
-0.311, -5.909e-4
-0.312, -5.912e-4
-0.313, -5.916e-4
-0.314, -5.919e-4
-0.315, -5.922e-4
-0.316, -5.926e-4
-0.317, -5.929e-4
-0.318, -5.932e-4
-0.319, -5.936e-4
-0.320, -5.939e-4
-0.321, -5.942e-4
-0.322, -5.945e-4
-0.323, -5.948e-4
-0.324, -5.951e-4
-0.325, -5.954e-4
-0.326, -5.958e-4
-0.327, -5.961e-4
-0.328, -5.964e-4
-0.329, -5.967e-4
-0.330, -5.970e-4
-0.331, -5.973e-4
-0.332, -5.976e-4
-0.333, -5.980e-4
-0.334, -5.983e-4
-0.335, -5.986e-4
-0.336, -5.989e-4
-0.337, -5.992e-4
-0.338, -5.995e-4
-0.339, -5.998e-4
-0.340, -6.001e-4
-0.341, -6.004e-4
-0.342, -6.007e-4
-0.343, -6.009e-4
-0.344, -6.012e-4
-0.345, -6.015e-4
-0.346, -6.018e-4
-0.347, -6.021e-4
-0.348, -6.023e-4
-0.349, -6.026e-4
-0.350, -6.029e-4
-0.351, -6.031e-4
-0.352, -6.034e-4
-0.353, -6.036e-4
-0.354, -6.039e-4
-0.355, -6.041e-4
-0.356, -6.044e-4
-0.357, -6.046e-4
-0.358, -6.049e-4
-0.359, -6.051e-4
-0.360, -6.054e-4
-0.361, -6.056e-4
-0.362, -6.058e-4
-0.363, -6.061e-4
-0.364, -6.063e-4
-0.365, -6.066e-4
-0.366, -6.068e-4
-0.367, -6.070e-4
-0.368, -6.073e-4
-0.369, -6.075e-4
-0.370, -6.077e-4
-0.371, -6.079e-4
-0.372, -6.081e-4
-0.373, -6.083e-4
-0.374, -6.085e-4
-0.375, -6.088e-4
-0.376, -6.090e-4
-0.377, -6.092e-4
-0.378, -6.094e-4
-0.379, -6.096e-4
-0.380, -6.099e-4
-0.381, -6.101e-4
-0.382, -6.103e-4
-0.383, -6.105e-4
-0.384, -6.107e-4
-0.385, -6.109e-4
-0.386, -6.112e-4
-0.387, -6.114e-4
-0.388, -6.116e-4
-0.389, -6.118e-4
-0.390, -6.120e-4
-0.391, -6.122e-4
-0.392, -6.124e-4
-0.393, -6.126e-4
-0.394, -6.128e-4
-0.395, -6.131e-4
-0.396, -6.133e-4
-0.397, -6.135e-4
-0.398, -6.137e-4
-0.399, -6.139e-4
-0.400, -6.141e-4
-0.401, -6.143e-4
-0.402, -6.145e-4
-0.403, -6.147e-4
-0.404, -6.149e-4
-0.405, -6.151e-4
-0.406, -6.152e-4
-0.407, -6.154e-4
-0.408, -6.156e-4
-0.409, -6.159e-4
-0.410, -6.161e-4
-0.411, -6.163e-4
-0.412, -6.165e-4
-0.413, -6.167e-4
-0.414, -6.169e-4
-0.415, -6.171e-4
-0.416, -6.173e-4
-0.417, -6.175e-4
-0.418, -6.176e-4
-0.419, -6.178e-4
-0.420, -6.180e-4
-0.421, -6.182e-4
-0.422, -6.183e-4
-0.423, -6.185e-4
-0.424, -6.187e-4
-0.425, -6.188e-4
-0.426, -6.190e-4
-0.427, -6.192e-4
-0.428, -6.193e-4
-0.429, -6.195e-4
-0.430, -6.197e-4
-0.431, -6.198e-4
-0.432, -6.200e-4
-0.433, -6.201e-4
-0.434, -6.202e-4
-0.435, -6.204e-4
-0.436, -6.205e-4
-0.437, -6.207e-4
-0.438, -6.208e-4
-0.439, -6.210e-4
-0.440, -6.211e-4
-0.441, -6.212e-4
-0.442, -6.214e-4
-0.443, -6.215e-4
-0.444, -6.216e-4
-0.445, -6.217e-4
-0.446, -6.218e-4
-0.447, -6.219e-4
-0.448, -6.221e-4
-0.449, -6.222e-4
-0.450, -6.223e-4
-0.451, -6.224e-4
-0.452, -6.225e-4
-0.453, -6.226e-4
-0.454, -6.227e-4
-0.455, -6.228e-4
-0.456, -6.229e-4
-0.457, -6.230e-4
-0.458, -6.231e-4
-0.459, -6.232e-4
-0.460, -6.232e-4
-0.461, -6.233e-4
-0.462, -6.234e-4
-0.463, -6.235e-4
-0.464, -6.235e-4
-0.465, -6.236e-4
-0.466, -6.237e-4
-0.467, -6.238e-4
-0.468, -6.238e-4
-0.469, -6.239e-4
-0.470, -6.239e-4
-0.471, -6.240e-4
-0.472, -6.240e-4
-0.473, -6.241e-4
-0.474, -6.241e-4
-0.475, -6.242e-4
-0.476, -6.242e-4
-0.477, -6.243e-4
-0.478, -6.243e-4
-0.479, -6.244e-4
-0.480, -6.244e-4
-0.481, -6.244e-4
-0.482, -6.244e-4
-0.483, -6.245e-4
-0.484, -6.245e-4
-0.485, -6.245e-4
-0.486, -6.245e-4
-0.487, -6.245e-4
-0.488, -6.245e-4
-0.489, -6.245e-4
-0.490, -6.245e-4
-0.491, -6.245e-4
-0.492, -6.245e-4
-0.493, -6.245e-4
-0.494, -6.245e-4
-0.495, -6.245e-4
-0.496, -6.245e-4
-0.497, -6.245e-4
-0.498, -6.244e-4
-0.499, -6.244e-4
-0.500, -6.244e-4
-0.501, -6.243e-4
-0.502, -6.243e-4
-0.503, -6.242e-4
-0.504, -6.242e-4
-0.505, -6.241e-4
-0.506, -6.240e-4
-0.507, -6.240e-4
-0.508, -6.239e-4
-0.509, -6.238e-4
-0.510, -6.237e-4
-0.511, -6.237e-4
-0.512, -6.236e-4
-0.513, -6.235e-4
-0.514, -6.234e-4
-0.515, -6.233e-4
-0.516, -6.232e-4
-0.517, -6.231e-4
-0.518, -6.229e-4
-0.519, -6.228e-4
-0.520, -6.227e-4
-0.521, -6.225e-4
-0.522, -6.224e-4
-0.523, -6.222e-4
-0.524, -6.220e-4
-0.525, -6.219e-4
-0.526, -6.217e-4
-0.527, -6.215e-4
-0.528, -6.213e-4
-0.529, -6.211e-4
-0.530, -6.209e-4
-0.531, -6.208e-4
-0.532, -6.206e-4
-0.533, -6.204e-4
-0.534, -6.201e-4
-0.535, -6.199e-4
-0.536, -6.197e-4
-0.537, -6.195e-4
-0.538, -6.193e-4
-0.539, -6.191e-4
-0.540, -6.189e-4
-0.541, -6.186e-4
-0.542, -6.184e-4
-0.543, -6.182e-4
-0.544, -6.180e-4
-0.545, -6.178e-4
-0.546, -6.175e-4
-0.547, -6.173e-4
-0.548, -6.171e-4
-0.549, -6.169e-4
-0.550, -6.166e-4
-0.551, -6.164e-4
-0.552, -6.162e-4
-0.553, -6.160e-4
-0.554, -6.158e-4
-0.555, -6.156e-4
-0.556, -6.154e-4
-0.557, -6.152e-4
-0.558, -6.150e-4
-0.559, -6.148e-4
-0.560, -6.146e-4
-0.561, -6.144e-4
-0.562, -6.142e-4
-0.563, -6.140e-4
-0.564, -6.138e-4
-0.565, -6.137e-4
-0.566, -6.135e-4
-0.567, -6.133e-4
-0.568, -6.132e-4
-0.569, -6.130e-4
-0.570, -6.129e-4
-0.571, -6.128e-4
-0.572, -6.126e-4
-0.573, -6.125e-4
-0.574, -6.123e-4
-0.575, -6.122e-4
-0.576, -6.121e-4
-0.577, -6.120e-4
-0.578, -6.119e-4
-0.579, -6.118e-4
-0.580, -6.117e-4
-0.581, -6.117e-4
-0.582, -6.116e-4
-0.583, -6.115e-4
-0.584, -6.115e-4
-0.585, -6.114e-4
-0.586, -6.113e-4
-0.587, -6.113e-4
-0.588, -6.112e-4
-0.589, -6.112e-4
-0.590, -6.112e-4
-0.591, -6.112e-4
-0.592, -6.111e-4
-0.593, -6.111e-4
-0.594, -6.111e-4
-0.595, -6.111e-4
-0.596, -6.111e-4
-0.597, -6.111e-4
-0.598, -6.112e-4
-0.599, -6.112e-4
-0.600, -6.112e-4
-0.601, -6.112e-4
-0.602, -6.112e-4
-0.603, -6.113e-4
-0.604, -6.113e-4
-0.605, -6.114e-4
-0.606, -6.114e-4
-0.607, -6.114e-4
-0.608, -6.115e-4
-0.609, -6.116e-4
-0.610, -6.116e-4
-0.611, -6.117e-4
-0.612, -6.118e-4
-0.613, -6.118e-4
-0.614, -6.119e-4
-0.615, -6.120e-4
-0.616, -6.121e-4
-0.617, -6.122e-4
-0.618, -6.123e-4
-0.619, -6.123e-4
-0.620, -6.124e-4
-0.621, -6.125e-4
-0.622, -6.126e-4
-0.623, -6.127e-4
-0.624, -6.128e-4
-0.625, -6.129e-4
-0.626, -6.130e-4
-0.627, -6.131e-4
-0.628, -6.132e-4
-0.629, -6.133e-4
-0.630, -6.134e-4
-0.631, -6.135e-4
-0.632, -6.136e-4
-0.633, -6.137e-4
-0.634, -6.138e-4
-0.635, -6.139e-4
-0.636, -6.140e-4
-0.637, -6.141e-4
-0.638, -6.142e-4
-0.639, -6.143e-4
-0.640, -6.144e-4
-0.641, -6.145e-4
-0.642, -6.146e-4
-0.643, -6.147e-4
-0.644, -6.148e-4
-0.645, -6.149e-4
-0.646, -6.150e-4
-0.647, -6.150e-4
-0.648, -6.151e-4
-0.649, -6.152e-4
-0.650, -6.152e-4
-0.651, -6.153e-4
-0.652, -6.154e-4
-0.653, -6.154e-4
-0.654, -6.155e-4
-0.655, -6.155e-4
-0.656, -6.156e-4
-0.657, -6.156e-4
-0.658, -6.156e-4
-0.659, -6.156e-4
-0.660, -6.157e-4
-0.661, -6.157e-4
-0.662, -6.157e-4
-0.663, -6.157e-4
-0.664, -6.157e-4
-0.665, -6.157e-4
-0.666, -6.157e-4
-0.667, -6.156e-4
-0.668, -6.156e-4
-0.669, -6.156e-4
-0.670, -6.155e-4
-0.671, -6.155e-4
-0.672, -6.154e-4
-0.673, -6.153e-4
-0.674, -6.153e-4
-0.675, -6.152e-4
-0.676, -6.151e-4
-0.677, -6.149e-4
-0.678, -6.148e-4
-0.679, -6.147e-4
-0.680, -6.145e-4
-0.681, -6.144e-4
-0.682, -6.142e-4
-0.683, -6.141e-4
-0.684, -6.139e-4
-0.685, -6.137e-4
-0.686, -6.135e-4
-0.687, -6.133e-4
-0.688, -6.131e-4
-0.689, -6.129e-4
-0.690, -6.126e-4
-0.691, -6.124e-4
-0.692, -6.121e-4
-0.693, -6.119e-4
-0.694, -6.116e-4
-0.695, -6.113e-4
-0.696, -6.110e-4
-0.697, -6.107e-4
-0.698, -6.104e-4
-0.699, -6.101e-4
-0.700, -6.098e-4
-0.701, -6.094e-4
-0.702, -6.091e-4
-0.703, -6.087e-4
-0.704, -6.084e-4
-0.705, -6.080e-4
-0.706, -6.076e-4
-0.707, -6.072e-4
-0.708, -6.068e-4
-0.709, -6.064e-4
-0.710, -6.060e-4
-0.711, -6.056e-4
-0.712, -6.051e-4
-0.713, -6.047e-4
-0.714, -6.042e-4
-0.715, -6.038e-4
-0.716, -6.034e-4
-0.717, -6.029e-4
-0.718, -6.025e-4
-0.719, -6.020e-4
-0.720, -6.015e-4
-0.721, -6.010e-4
-0.722, -6.005e-4
-0.723, -6.000e-4
-0.724, -5.995e-4
-0.725, -5.990e-4
-0.726, -5.985e-4
-0.727, -5.979e-4
-0.728, -5.974e-4
-0.729, -5.969e-4
-0.730, -5.963e-4
-0.731, -5.958e-4
-0.732, -5.952e-4
-0.733, -5.947e-4
-0.734, -5.942e-4
-0.735, -5.937e-4
-0.736, -5.931e-4
-0.737, -5.926e-4
-0.738, -5.920e-4
-0.739, -5.915e-4
-0.740, -5.909e-4
-0.741, -5.903e-4
-0.742, -5.898e-4
-0.743, -5.892e-4
-0.744, -5.886e-4
-0.745, -5.880e-4
-0.746, -5.875e-4
-0.747, -5.869e-4
-0.748, -5.863e-4
-0.749, -5.857e-4
-0.750, -5.851e-4
-0.751, -5.846e-4
-0.752, -5.840e-4
-0.753, -5.834e-4
-0.754, -5.829e-4
-0.755, -5.823e-4
-0.756, -5.817e-4
-0.757, -5.811e-4
-0.758, -5.806e-4
-0.759, -5.800e-4
-0.760, -5.794e-4
-0.761, -5.789e-4
-0.762, -5.783e-4
-0.763, -5.777e-4
-0.764, -5.772e-4
-0.765, -5.766e-4
-0.766, -5.760e-4
-0.767, -5.755e-4
-0.768, -5.749e-4
-0.769, -5.744e-4
-0.770, -5.738e-4
-0.771, -5.733e-4
-0.772, -5.727e-4
-0.773, -5.722e-4
-0.774, -5.716e-4
-0.775, -5.711e-4
-0.776, -5.706e-4
-0.777, -5.700e-4
-0.778, -5.695e-4
-0.779, -5.690e-4
-0.780, -5.684e-4
-0.781, -5.679e-4
-0.782, -5.674e-4
-0.783, -5.669e-4
-0.784, -5.664e-4
-0.785, -5.659e-4
-0.786, -5.654e-4
-0.787, -5.649e-4
-0.788, -5.644e-4
-0.789, -5.639e-4
-0.790, -5.634e-4
-0.791, -5.629e-4
-0.792, -5.625e-4
-0.793, -5.620e-4
-0.794, -5.615e-4
-0.795, -5.611e-4
-0.796, -5.606e-4
-0.797, -5.601e-4
-0.798, -5.597e-4
-0.799, -5.593e-4
-0.800, -5.562e-4
-0.799, -5.466e-4
-0.798, -5.373e-4
-0.797, -5.282e-4
-0.796, -5.194e-4
-0.795, -5.108e-4
-0.794, -5.025e-4
-0.793, -4.944e-4
-0.792, -4.864e-4
-0.791, -4.786e-4
-0.790, -4.710e-4
-0.789, -4.635e-4
-0.788, -4.562e-4
-0.787, -4.490e-4
-0.786, -4.419e-4
-0.785, -4.350e-4
-0.784, -4.282e-4
-0.783, -4.215e-4
-0.782, -4.149e-4
-0.781, -4.083e-4
-0.780, -4.019e-4
-0.779, -3.955e-4
-0.778, -3.892e-4
-0.777, -3.831e-4
-0.776, -3.770e-4
-0.775, -3.709e-4
-0.774, -3.650e-4
-0.773, -3.591e-4
-0.772, -3.533e-4
-0.771, -3.476e-4
-0.770, -3.420e-4
-0.769, -3.364e-4
-0.768, -3.309e-4
-0.767, -3.254e-4
-0.766, -3.200e-4
-0.765, -3.146e-4
-0.764, -3.093e-4
-0.763, -3.041e-4
-0.762, -2.989e-4
-0.761, -2.938e-4
-0.760, -2.888e-4
-0.759, -2.838e-4
-0.758, -2.789e-4
-0.757, -2.740e-4
-0.756, -2.692e-4
-0.755, -2.644e-4
-0.754, -2.597e-4
-0.753, -2.550e-4
-0.752, -2.503e-4
-0.751, -2.457e-4
-0.750, -2.411e-4
-0.749, -2.365e-4
-0.748, -2.320e-4
-0.747, -2.275e-4
-0.746, -2.231e-4
-0.745, -2.188e-4
-0.744, -2.145e-4
-0.743, -2.102e-4
-0.742, -2.059e-4
-0.741, -2.017e-4
-0.740, -1.975e-4
-0.739, -1.934e-4
-0.738, -1.893e-4
-0.737, -1.852e-4
-0.736, -1.812e-4
-0.735, -1.772e-4
-0.734, -1.732e-4
-0.733, -1.693e-4
-0.732, -1.654e-4
-0.731, -1.615e-4
-0.730, -1.576e-4
-0.729, -1.538e-4
-0.728, -1.501e-4
-0.727, -1.463e-4
-0.726, -1.426e-4
-0.725, -1.390e-4
-0.724, -1.353e-4
-0.723, -1.317e-4
-0.722, -1.281e-4
-0.721, -1.246e-4
-0.720, -1.211e-4
-0.719, -1.176e-4
-0.718, -1.142e-4
-0.717, -1.107e-4
-0.716, -1.073e-4
-0.715, -1.039e-4
-0.714, -1.005e-4
-0.713, -9.721e-5
-0.712, -9.390e-5
-0.711, -9.061e-5
-0.710, -8.732e-5
-0.709, -8.407e-5
-0.708, -8.084e-5
-0.707, -7.764e-5
-0.706, -7.447e-5
-0.705, -7.133e-5
-0.704, -6.821e-5
-0.703, -6.512e-5
-0.702, -6.206e-5
-0.701, -5.902e-5
-0.700, -5.601e-5
-0.699, -5.301e-5
-0.698, -5.001e-5
-0.697, -4.704e-5
-0.696, -4.409e-5
-0.695, -4.116e-5
-0.694, -3.826e-5
-0.693, -3.538e-5
-0.692, -3.253e-5
-0.691, -2.970e-5
-0.690, -2.690e-5
-0.689, -2.412e-5
-0.688, -2.136e-5
-0.687, -1.861e-5
-0.686, -1.589e-5
-0.685, -1.317e-5
-0.684, -1.046e-5
-0.683, -7.766e-6
-0.682, -5.083e-6
-0.681, -2.425e-6
-0.680, 2.079e-7
-0.679, 2.819e-6
-0.678, 5.408e-6
-0.677, 7.973e-6
-0.676, 1.052e-5
-0.675, 1.304e-5
-0.674, 1.554e-5
-0.673, 1.803e-5
-0.672, 2.051e-5
-0.671, 2.298e-5
-0.670, 2.543e-5
-0.669, 2.787e-5
-0.668, 3.028e-5
-0.667, 3.266e-5
-0.666, 3.500e-5
-0.665, 3.732e-5
-0.664, 3.964e-5
-0.663, 4.196e-5
-0.662, 4.429e-5
-0.661, 4.659e-5
-0.660, 4.888e-5
-0.659, 5.115e-5
-0.658, 5.340e-5
-0.657, 5.564e-5
-0.656, 5.787e-5
-0.655, 6.009e-5
-0.654, 6.229e-5
-0.653, 6.448e-5
-0.652, 6.666e-5
-0.651, 6.883e-5
-0.650, 7.099e-5
-0.649, 7.315e-5
-0.648, 7.529e-5
-0.647, 7.742e-5
-0.646, 7.952e-5
-0.645, 8.160e-5
-0.644, 8.367e-5
-0.643, 8.573e-5
-0.642, 8.778e-5
-0.641, 8.980e-5
-0.640, 9.182e-5
-0.639, 9.381e-5
-0.638, 9.580e-5
-0.637, 9.778e-5
-0.636, 9.975e-5
-0.635, 1.017e-4
-0.634, 1.037e-4
-0.633, 1.056e-4
-0.632, 1.076e-4
-0.631, 1.095e-4
-0.630, 1.114e-4
-0.629, 1.133e-4
-0.628, 1.152e-4
-0.627, 1.171e-4
-0.626, 1.189e-4
-0.625, 1.208e-4
-0.624, 1.226e-4
-0.623, 1.245e-4
-0.622, 1.263e-4
-0.621, 1.281e-4
-0.620, 1.299e-4
-0.619, 1.317e-4
-0.618, 1.335e-4
-0.617, 1.352e-4
-0.616, 1.370e-4
-0.615, 1.387e-4
-0.614, 1.405e-4
-0.613, 1.422e-4
-0.612, 1.439e-4
-0.611, 1.457e-4
-0.610, 1.474e-4
-0.609, 1.491e-4
-0.608, 1.508e-4
-0.607, 1.525e-4
-0.606, 1.542e-4
-0.605, 1.559e-4
-0.604, 1.575e-4
-0.603, 1.592e-4
-0.602, 1.608e-4
-0.601, 1.625e-4
-0.600, 1.641e-4
-0.599, 1.657e-4
-0.598, 1.673e-4
-0.597, 1.689e-4
-0.596, 1.705e-4
-0.595, 1.721e-4
-0.594, 1.737e-4
-0.593, 1.753e-4
-0.592, 1.769e-4
-0.591, 1.784e-4
-0.590, 1.800e-4
-0.589, 1.815e-4
-0.588, 1.831e-4
-0.587, 1.846e-4
-0.586, 1.862e-4
-0.585, 1.877e-4
