Jan. 16, 2025   14:51:07
Cyclic Voltammetry
0.733, 8.627e-4
0.734, 8.637e-4
0.735, 8.647e-4
0.736, 8.657e-4
0.737, 8.667e-4
0.738, 8.677e-4
0.739, 8.687e-4
0.740, 8.698e-4
0.741, 8.708e-4
0.742, 8.718e-4
0.743, 8.729e-4
0.744, 8.740e-4
0.745, 8.750e-4
0.746, 8.761e-4
0.747, 8.772e-4
0.748, 8.783e-4
0.749, 8.793e-4
0.750, 8.805e-4
0.751, 8.816e-4
0.752, 8.827e-4
0.753, 8.838e-4
0.754, 8.849e-4
0.755, 8.861e-4
0.756, 8.872e-4
0.757, 8.884e-4
0.758, 8.895e-4
0.759, 8.907e-4
0.760, 8.919e-4
0.761, 8.931e-4
0.762, 8.943e-4
0.763, 8.955e-4
0.764, 8.967e-4
0.765, 8.979e-4
0.766, 8.992e-4
0.767, 9.004e-4
0.768, 9.017e-4
0.769, 9.029e-4
0.770, 9.042e-4
0.771, 9.054e-4
0.772, 9.067e-4
0.773, 9.080e-4
0.774, 9.093e-4
0.775, 9.105e-4
0.776, 9.118e-4
0.777, 9.131e-4
0.778, 9.145e-4
0.779, 9.158e-4
0.780, 9.171e-4
0.781, 9.184e-4
0.782, 9.198e-4
0.783, 9.211e-4
0.784, 9.225e-4
0.785, 9.238e-4
0.786, 9.252e-4
0.787, 9.266e-4
0.788, 9.280e-4
0.789, 9.294e-4
0.790, 9.308e-4
0.791, 9.322e-4
0.792, 9.336e-4
0.793, 9.351e-4
0.794, 9.365e-4
0.795, 9.380e-4
0.796, 9.394e-4
0.797, 9.409e-4
0.798, 9.424e-4
0.799, 9.438e-4
0.800, 9.424e-4
0.799, 9.333e-4
0.798, 9.242e-4
0.797, 9.153e-4
0.796, 9.066e-4
0.795, 8.979e-4
0.794, 8.895e-4
0.793, 8.811e-4
0.792, 8.729e-4
0.791, 8.647e-4
0.790, 8.567e-4
0.789, 8.487e-4
0.788, 8.408e-4
0.787, 8.331e-4
0.786, 8.254e-4
0.785, 8.179e-4
0.784, 8.104e-4
0.783, 8.029e-4
0.782, 7.955e-4
0.781, 7.882e-4
0.780, 7.808e-4
0.779, 7.736e-4
0.778, 7.664e-4
0.777, 7.593e-4
0.776, 7.522e-4
0.775, 7.452e-4
0.774, 7.382e-4
0.773, 7.313e-4
0.772, 7.244e-4
0.771, 7.175e-4
0.770, 7.107e-4
0.769, 7.040e-4
0.768, 6.972e-4
0.767, 6.905e-4
0.766, 6.839e-4
0.765, 6.774e-4
0.764, 6.708e-4
0.763, 6.644e-4
0.762, 6.579e-4
0.761, 6.515e-4
0.760, 6.452e-4
0.759, 6.389e-4
0.758, 6.326e-4
0.757, 6.263e-4
0.756, 6.200e-4
0.755, 6.137e-4
0.754, 6.075e-4
0.753, 6.014e-4
0.752, 5.953e-4
0.751, 5.892e-4
0.750, 5.831e-4
0.749, 5.770e-4
0.748, 5.710e-4
0.747, 5.651e-4
0.746, 5.591e-4
0.745, 5.532e-4
0.744, 5.473e-4
0.743, 5.414e-4
0.742, 5.356e-4
0.741, 5.298e-4
0.740, 5.240e-4
0.739, 5.183e-4
0.738, 5.126e-4
0.737, 5.070e-4
0.736, 5.013e-4
0.735, 4.957e-4
0.734, 4.902e-4
0.733, 4.846e-4
0.732, 4.790e-4
0.731, 4.735e-4
0.730, 4.680e-4
0.729, 4.625e-4
0.728, 4.570e-4
0.727, 4.516e-4
0.726, 4.462e-4
0.725, 4.409e-4
0.724, 4.355e-4
0.723, 4.302e-4
0.722, 4.249e-4
0.721, 4.196e-4
0.720, 4.143e-4
0.719, 4.091e-4
0.718, 4.039e-4
0.717, 3.987e-4
0.716, 3.935e-4
0.715, 3.884e-4
0.714, 3.832e-4
0.713, 3.781e-4
0.712, 3.731e-4
0.711, 3.680e-4
0.710, 3.630e-4
0.709, 3.580e-4
0.708, 3.531e-4
0.707, 3.482e-4
0.706, 3.433e-4
0.705, 3.384e-4
0.704, 3.335e-4
0.703, 3.287e-4
0.702, 3.239e-4
0.701, 3.190e-4
0.700, 3.142e-4
0.699, 3.094e-4
0.698, 3.047e-4
0.697, 2.999e-4
0.696, 2.952e-4
0.695, 2.905e-4
0.694, 2.859e-4
0.693, 2.812e-4
0.692, 2.766e-4
0.691, 2.720e-4
0.690, 2.674e-4
0.689, 2.628e-4
0.688, 2.583e-4
0.687, 2.538e-4
0.686, 2.493e-4
0.685, 2.448e-4
0.684, 2.403e-4
0.683, 2.359e-4
0.682, 2.314e-4
0.681, 2.270e-4
0.680, 2.226e-4
0.679, 2.183e-4
0.678, 2.139e-4
0.677, 2.096e-4
0.676, 2.053e-4
0.675, 2.011e-4
0.674, 1.968e-4
0.673, 1.926e-4
0.672, 1.884e-4
0.671, 1.843e-4
0.670, 1.801e-4
0.669, 1.760e-4
0.668, 1.718e-4
0.667, 1.677e-4
0.666, 1.636e-4
0.665, 1.595e-4
0.664, 1.554e-4
0.663, 1.513e-4
0.662, 1.473e-4
0.661, 1.433e-4
0.660, 1.393e-4
0.659, 1.353e-4
0.658, 1.314e-4
0.657, 1.274e-4
0.656, 1.235e-4
0.655, 1.196e-4
0.654, 1.158e-4
0.653, 1.119e-4
0.652, 1.080e-4
0.651, 1.042e-4
0.650, 1.004e-4
0.649, 9.660e-5
0.648, 9.284e-5
0.647, 8.910e-5
0.646, 8.538e-5
0.645, 8.166e-5
0.644, 7.796e-5
0.643, 7.426e-5
0.642, 7.058e-5
0.641, 6.692e-5
0.640, 6.329e-5
0.639, 5.968e-5
0.638, 5.610e-5
0.637, 5.253e-5
0.636, 4.899e-5
0.635, 4.546e-5
0.634, 4.195e-5
0.633, 3.847e-5
0.632, 3.503e-5
0.631, 3.160e-5
0.630, 2.818e-5
0.629, 2.476e-5
0.628, 2.135e-5
0.627, 1.795e-5
0.626, 1.458e-5
0.625, 1.123e-5
0.624, 7.897e-6
0.623, 4.575e-6
0.622, 1.262e-6
0.621, -2.046e-6
0.620, -5.348e-6
0.619, -8.636e-6
0.618, -1.190e-5
0.617, -1.513e-5
0.616, -1.833e-5
0.615, -2.152e-5
0.614, -2.470e-5
0.613, -2.786e-5
0.612, -3.100e-5
0.611, -3.412e-5
0.610, -3.723e-5
0.609, -4.034e-5
0.608, -4.344e-5
0.607, -4.652e-5
0.606, -4.959e-5
0.605, -5.262e-5
0.604, -5.564e-5
0.603, -5.863e-5
0.602, -6.161e-5
0.601, -6.458e-5
0.600, -6.752e-5
0.599, -7.046e-5
0.598, -7.337e-5
0.597, -7.628e-5
0.596, -7.918e-5
0.595, -8.207e-5
0.594, -8.495e-5
0.593, -8.782e-5
0.592, -9.065e-5
0.591, -9.346e-5
0.590, -9.626e-5
0.589, -9.904e-5
0.588, -1.018e-4
0.587, -1.046e-4
0.586, -1.073e-4
0.585, -1.100e-4
0.584, -1.127e-4
0.583, -1.154e-4
0.582, -1.181e-4
0.581, -1.207e-4
0.580, -1.233e-4
0.579, -1.259e-4
0.578, -1.285e-4
0.577, -1.311e-4
0.576, -1.337e-4
0.575, -1.363e-4
0.574, -1.388e-4
0.573, -1.414e-4
0.572, -1.439e-4
0.571, -1.464e-4
0.570, -1.489e-4
0.569, -1.514e-4
0.568, -1.539e-4
0.567, -1.564e-4
0.566, -1.588e-4
0.565, -1.613e-4
0.564, -1.637e-4
0.563, -1.662e-4
0.562, -1.686e-4
0.561, -1.710e-4
0.560, -1.733e-4
0.559, -1.757e-4
0.558, -1.780e-4
0.557, -1.804e-4
0.556, -1.827e-4
0.555, -1.850e-4
0.554, -1.873e-4
0.553, -1.895e-4
0.552, -1.918e-4
0.551, -1.941e-4
0.550, -1.963e-4
0.549, -1.985e-4
0.548, -2.008e-4
0.547, -2.030e-4
0.546, -2.052e-4
0.545, -2.074e-4
0.544, -2.095e-4
0.543, -2.117e-4
0.542, -2.138e-4
0.541, -2.160e-4
0.540, -2.181e-4
0.539, -2.202e-4
0.538, -2.223e-4
0.537, -2.244e-4
0.536, -2.264e-4
0.535, -2.285e-4
0.534, -2.305e-4
0.533, -2.326e-4
0.532, -2.346e-4
0.531, -2.366e-4
0.530, -2.386e-4
0.529, -2.406e-4
0.528, -2.426e-4
0.527, -2.446e-4
0.526, -2.466e-4
0.525, -2.486e-4
0.524, -2.505e-4
0.523, -2.524e-4
0.522, -2.543e-4
0.521, -2.562e-4
0.520, -2.581e-4
0.519, -2.600e-4
0.518, -2.619e-4
0.517, -2.637e-4
0.516, -2.656e-4
0.515, -2.674e-4
0.514, -2.692e-4
0.513, -2.711e-4
0.512, -2.729e-4
0.511, -2.748e-4
0.510, -2.766e-4
0.509, -2.783e-4
0.508, -2.800e-4
0.507, -2.818e-4
0.506, -2.835e-4
0.505, -2.852e-4
0.504, -2.870e-4
0.503, -2.887e-4
0.502, -2.904e-4
0.501, -2.921e-4
0.500, -2.938e-4
0.499, -2.955e-4
0.498, -2.971e-4
0.497, -2.988e-4
0.496, -3.004e-4
0.495, -3.021e-4
0.494, -3.037e-4
0.493, -3.053e-4
0.492, -3.070e-4
0.491, -3.086e-4
0.490, -3.102e-4
0.489, -3.118e-4
0.488, -3.133e-4
0.487, -3.149e-4
0.486, -3.165e-4
0.485, -3.180e-4
0.484, -3.196e-4
0.483, -3.212e-4
0.482, -3.227e-4
0.481, -3.243e-4
0.480, -3.258e-4
0.479, -3.273e-4
0.478, -3.288e-4
0.477, -3.303e-4
0.476, -3.318e-4
0.475, -3.332e-4
0.474, -3.347e-4
0.473, -3.361e-4
0.472, -3.376e-4
0.471, -3.390e-4
0.470, -3.405e-4
0.469, -3.419e-4
0.468, -3.433e-4
0.467, -3.447e-4
0.466, -3.461e-4
0.465, -3.475e-4
0.464, -3.489e-4
0.463, -3.502e-4
0.462, -3.516e-4
0.461, -3.530e-4
0.460, -3.544e-4
0.459, -3.557e-4
0.458, -3.571e-4
0.457, -3.584e-4
0.456, -3.597e-4
0.455, -3.611e-4
0.454, -3.624e-4
0.453, -3.637e-4
0.452, -3.650e-4
0.451, -3.663e-4
0.450, -3.676e-4
0.449, -3.689e-4
0.448, -3.701e-4
0.447, -3.714e-4
0.446, -3.727e-4
0.445, -3.739e-4
0.444, -3.752e-4
0.443, -3.764e-4
0.442, -3.776e-4
0.441, -3.788e-4
0.440, -3.800e-4
0.439, -3.812e-4
0.438, -3.825e-4
0.437, -3.836e-4
0.436, -3.848e-4
0.435, -3.860e-4
0.434, -3.872e-4
0.433, -3.884e-4
0.432, -3.895e-4
0.431, -3.907e-4
0.430, -3.919e-4
0.429, -3.930e-4
0.428, -3.942e-4
0.427, -3.953e-4
0.426, -3.964e-4
0.425, -3.976e-4
0.424, -3.987e-4
0.423, -3.998e-4
0.422, -4.010e-4
0.421, -4.021e-4
0.420, -4.032e-4
0.419, -4.043e-4
0.418, -4.053e-4
0.417, -4.064e-4
0.416, -4.075e-4
0.415, -4.086e-4
0.414, -4.096e-4
0.413, -4.107e-4
0.412, -4.118e-4
0.411, -4.128e-4
0.410, -4.139e-4
0.409, -4.150e-4
0.408, -4.161e-4
0.407, -4.171e-4
0.406, -4.181e-4
0.405, -4.191e-4
0.404, -4.201e-4
0.403, -4.211e-4
0.402, -4.221e-4
0.401, -4.231e-4
0.400, -4.241e-4
0.399, -4.251e-4
0.398, -4.261e-4
0.397, -4.270e-4
0.396, -4.280e-4
0.395, -4.290e-4
0.394, -4.299e-4
0.393, -4.309e-4
0.392, -4.319e-4
0.391, -4.328e-4
0.390, -4.338e-4
0.389, -4.347e-4
0.388, -4.356e-4
0.387, -4.365e-4
0.386, -4.374e-4
0.385, -4.383e-4
0.384, -4.392e-4
0.383, -4.401e-4
0.382, -4.410e-4
0.381, -4.419e-4
0.380, -4.428e-4
0.379, -4.437e-4
0.378, -4.446e-4
0.377, -4.455e-4
0.376, -4.464e-4
0.375, -4.473e-4
0.374, -4.481e-4
0.373, -4.490e-4
0.372, -4.499e-4
0.371, -4.507e-4
0.370, -4.516e-4
0.369, -4.524e-4
0.368, -4.533e-4
0.367, -4.541e-4
0.366, -4.550e-4
0.365, -4.558e-4
0.364, -4.567e-4
0.363, -4.575e-4
0.362, -4.583e-4
0.361, -4.591e-4
0.360, -4.599e-4
0.359, -4.608e-4
0.358, -4.616e-4
0.357, -4.624e-4
0.356, -4.632e-4
0.355, -4.640e-4
0.354, -4.648e-4
0.353, -4.656e-4
0.352, -4.664e-4
0.351, -4.672e-4
0.350, -4.680e-4
0.349, -4.688e-4
0.348, -4.696e-4
0.347, -4.704e-4
0.346, -4.711e-4
0.345, -4.719e-4
0.344, -4.727e-4
0.343, -4.734e-4
0.342, -4.742e-4
0.341, -4.750e-4
0.340, -4.758e-4
0.339, -4.765e-4
0.338, -4.773e-4
0.337, -4.781e-4
0.336, -4.789e-4
0.335, -4.796e-4
0.334, -4.804e-4
0.333, -4.811e-4
0.332, -4.819e-4
0.331, -4.826e-4
0.330, -4.834e-4
0.329, -4.841e-4
0.328, -4.848e-4
0.327, -4.856e-4
0.326, -4.863e-4
0.325, -4.870e-4
0.324, -4.878e-4
0.323, -4.885e-4
0.322, -4.892e-4
0.321, -4.899e-4
0.320, -4.907e-4
0.319, -4.914e-4
0.318, -4.921e-4
0.317, -4.928e-4
0.316, -4.935e-4
0.315, -4.942e-4
0.314, -4.949e-4
0.313, -4.956e-4
0.312, -4.963e-4
0.311, -4.970e-4
0.310, -4.977e-4
0.309, -4.985e-4
0.308, -4.992e-4
0.307, -4.999e-4
0.306, -5.006e-4
0.305, -5.013e-4
0.304, -5.020e-4
0.303, -5.027e-4
0.302, -5.034e-4
0.301, -5.041e-4
0.300, -5.048e-4
0.299, -5.055e-4
0.298, -5.061e-4
0.297, -5.068e-4
0.296, -5.075e-4
0.295, -5.082e-4
0.294, -5.089e-4
0.293, -5.095e-4
0.292, -5.102e-4
0.291, -5.109e-4
0.290, -5.116e-4
0.289, -5.122e-4
0.288, -5.129e-4
0.287, -5.136e-4
0.286, -5.142e-4
0.285, -5.149e-4
0.284, -5.156e-4
0.283, -5.162e-4
0.282, -5.169e-4
0.281, -5.176e-4
0.280, -5.182e-4
0.279, -5.189e-4
0.278, -5.195e-4
0.277, -5.202e-4
0.276, -5.208e-4
0.275, -5.215e-4
0.274, -5.221e-4
0.273, -5.228e-4
0.272, -5.234e-4
0.271, -5.240e-4
0.270, -5.247e-4
0.269, -5.253e-4
0.268, -5.260e-4
0.267, -5.266e-4
0.266, -5.272e-4
0.265, -5.278e-4
0.264, -5.285e-4
0.263, -5.291e-4
0.262, -5.297e-4
0.261, -5.303e-4
0.260, -5.309e-4
0.259, -5.316e-4
0.258, -5.322e-4
0.257, -5.328e-4
0.256, -5.334e-4
0.255, -5.340e-4
0.254, -5.346e-4
0.253, -5.352e-4
0.252, -5.358e-4
0.251, -5.364e-4
0.250, -5.370e-4
0.249, -5.376e-4
0.248, -5.382e-4
0.247, -5.388e-4
0.246, -5.394e-4
0.245, -5.400e-4
0.244, -5.406e-4
0.243, -5.411e-4
0.242, -5.417e-4
0.241, -5.423e-4
0.240, -5.429e-4
0.239, -5.434e-4
0.238, -5.440e-4
0.237, -5.446e-4
0.236, -5.451e-4
0.235, -5.457e-4
0.234, -5.463e-4
0.233, -5.468e-4
0.232, -5.474e-4
0.231, -5.479e-4
0.230, -5.485e-4
0.229, -5.491e-4
0.228, -5.496e-4
0.227, -5.501e-4
0.226, -5.507e-4
0.225, -5.512e-4
0.224, -5.518e-4
0.223, -5.523e-4
0.222, -5.528e-4
0.221, -5.534e-4
0.220, -5.539e-4
0.219, -5.544e-4
0.218, -5.549e-4
0.217, -5.555e-4
0.216, -5.560e-4
0.215, -5.565e-4
0.214, -5.570e-4
0.213, -5.576e-4
0.212, -5.581e-4
0.211, -5.586e-4
0.210, -5.591e-4
0.209, -5.596e-4
0.208, -5.601e-4
0.207, -5.606e-4
0.206, -5.611e-4
0.205, -5.616e-4
0.204, -5.621e-4
0.203, -5.626e-4
0.202, -5.631e-4
0.201, -5.636e-4
0.200, -5.640e-4
0.199, -5.645e-4
0.198, -5.650e-4
0.197, -5.655e-4
0.196, -5.659e-4
0.195, -5.664e-4
0.194, -5.669e-4
0.193, -5.673e-4
0.192, -5.678e-4
0.191, -5.683e-4
0.190, -5.687e-4
0.189, -5.692e-4
0.188, -5.696e-4
0.187, -5.701e-4
0.186, -5.705e-4
0.185, -5.710e-4
0.184, -5.714e-4
0.183, -5.718e-4
0.182, -5.723e-4
0.181, -5.727e-4
0.180, -5.731e-4
0.179, -5.736e-4
0.178, -5.740e-4
0.177, -5.744e-4
0.176, -5.748e-4
0.175, -5.753e-4
0.174, -5.757e-4
0.173, -5.761e-4
0.172, -5.765e-4
0.171, -5.769e-4
0.170, -5.773e-4
0.169, -5.777e-4
0.168, -5.781e-4
0.167, -5.785e-4
0.166, -5.790e-4
0.165, -5.794e-4
0.164, -5.797e-4
0.163, -5.801e-4
0.162, -5.805e-4
0.161, -5.809e-4
0.160, -5.813e-4
0.159, -5.817e-4
0.158, -5.821e-4
0.157, -5.825e-4
0.156, -5.828e-4
0.155, -5.832e-4
0.154, -5.836e-4
0.153, -5.840e-4
0.152, -5.844e-4
0.151, -5.847e-4
0.150, -5.851e-4
0.149, -5.855e-4
0.148, -5.858e-4
0.147, -5.862e-4
0.146, -5.866e-4
0.145, -5.870e-4
0.144, -5.873e-4
0.143, -5.877e-4
0.142, -5.880e-4
0.141, -5.884e-4
0.140, -5.887e-4
0.139, -5.891e-4
0.138, -5.895e-4
0.137, -5.898e-4
0.136, -5.902e-4
0.135, -5.905e-4
0.134, -5.909e-4
0.133, -5.912e-4
0.132, -5.915e-4
0.131, -5.919e-4
0.130, -5.922e-4
0.129, -5.926e-4
0.128, -5.929e-4
0.127, -5.933e-4
0.126, -5.936e-4
0.125, -5.939e-4
0.124, -5.943e-4
0.123, -5.946e-4
0.122, -5.949e-4
0.121, -5.952e-4
0.120, -5.955e-4
0.119, -5.958e-4
0.118, -5.962e-4
0.117, -5.965e-4
0.116, -5.968e-4
0.115, -5.972e-4
0.114, -5.975e-4
0.113, -5.978e-4
0.112, -5.982e-4
0.111, -5.985e-4
0.110, -5.988e-4
0.109, -5.992e-4
0.108, -5.995e-4
0.107, -5.998e-4
0.106, -6.001e-4
0.105, -6.005e-4
0.104, -6.008e-4
0.103, -6.012e-4
0.102, -6.015e-4
0.101, -6.019e-4
0.100, -6.022e-4
0.099, -6.025e-4
0.098, -6.029e-4
0.097, -6.032e-4
0.096, -6.035e-4
0.095, -6.039e-4
0.094, -6.042e-4
0.093, -6.045e-4
0.092, -6.048e-4
0.091, -6.051e-4
0.090, -6.055e-4
0.089, -6.058e-4
0.088, -6.061e-4
0.087, -6.065e-4
0.086, -6.068e-4
0.085, -6.071e-4
0.084, -6.074e-4
0.083, -6.078e-4
0.082, -6.081e-4
0.081, -6.084e-4
0.080, -6.087e-4
0.079, -6.090e-4
0.078, -6.094e-4
0.077, -6.097e-4
0.076, -6.100e-4
0.075, -6.104e-4
0.074, -6.107e-4
0.073, -6.110e-4
0.072, -6.113e-4
0.071, -6.117e-4
0.070, -6.120e-4
0.069, -6.123e-4
0.068, -6.126e-4
0.067, -6.130e-4
0.066, -6.133e-4
0.065, -6.136e-4
0.064, -6.139e-4
0.063, -6.143e-4
0.062, -6.146e-4
0.061, -6.149e-4
0.060, -6.152e-4
0.059, -6.156e-4
0.058, -6.159e-4
0.057, -6.162e-4
0.056, -6.165e-4
0.055, -6.169e-4
0.054, -6.172e-4
0.053, -6.175e-4
0.052, -6.178e-4
0.051, -6.182e-4
0.050, -6.185e-4
0.049, -6.188e-4
0.048, -6.191e-4
0.047, -6.195e-4
0.046, -6.198e-4
0.045, -6.201e-4
0.044, -6.204e-4
0.043, -6.208e-4
0.042, -6.211e-4
0.041, -6.214e-4
0.040, -6.218e-4
0.039, -6.221e-4
0.038, -6.224e-4
0.037, -6.227e-4
0.036, -6.231e-4
0.035, -6.234e-4
0.034, -6.237e-4
0.033, -6.240e-4
0.032, -6.244e-4
0.031, -6.247e-4
0.030, -6.250e-4
0.029, -6.253e-4
0.028, -6.257e-4
0.027, -6.260e-4
0.026, -6.263e-4
0.025, -6.267e-4
0.024, -6.270e-4
0.023, -6.273e-4
0.022, -6.276e-4
0.021, -6.279e-4
0.020, -6.283e-4
0.019, -6.286e-4
0.018, -6.289e-4
0.017, -6.293e-4
0.016, -6.296e-4
0.015, -6.299e-4
0.014, -6.302e-4
0.013, -6.306e-4
0.012, -6.309e-4
0.011, -6.312e-4
0.010, -6.315e-4
0.009, -6.318e-4
0.008, -6.322e-4
0.007, -6.325e-4
0.006, -6.328e-4
0.005, -6.332e-4
0.004, -6.335e-4
0.003, -6.338e-4
0.002, -6.341e-4
0.001, -6.345e-4
0.000, -6.349e-4
-0.001, -6.353e-4
-0.002, -6.357e-4
-0.003, -6.360e-4
-0.004, -6.363e-4
-0.005, -6.366e-4
-0.006, -6.369e-4
-0.007, -6.373e-4
-0.008, -6.376e-4
-0.009, -6.379e-4
-0.010, -6.382e-4
-0.011, -6.386e-4
-0.012, -6.389e-4
-0.013, -6.392e-4
-0.014, -6.395e-4
-0.015, -6.399e-4
-0.016, -6.402e-4
-0.017, -6.405e-4
-0.018, -6.408e-4
-0.019, -6.411e-4
-0.020, -6.414e-4
-0.021, -6.417e-4
-0.022, -6.421e-4
-0.023, -6.424e-4
-0.024, -6.427e-4
-0.025, -6.430e-4
-0.026, -6.434e-4
-0.027, -6.437e-4
-0.028, -6.440e-4
-0.029, -6.443e-4
-0.030, -6.446e-4
-0.031, -6.449e-4
-0.032, -6.453e-4
-0.033, -6.456e-4
-0.034, -6.459e-4
-0.035, -6.462e-4
-0.036, -6.465e-4
-0.037, -6.469e-4
-0.038, -6.472e-4
-0.039, -6.475e-4
-0.040, -6.478e-4
-0.041, -6.481e-4
-0.042, -6.484e-4
-0.043, -6.487e-4
-0.044, -6.490e-4
-0.045, -6.493e-4
-0.046, -6.496e-4
-0.047, -6.500e-4
-0.048, -6.503e-4
-0.049, -6.506e-4
-0.050, -6.509e-4
-0.051, -6.512e-4
-0.052, -6.515e-4
-0.053, -6.519e-4
-0.054, -6.522e-4
-0.055, -6.525e-4
-0.056, -6.528e-4
-0.057, -6.532e-4
-0.058, -6.535e-4
-0.059, -6.538e-4
-0.060, -6.541e-4
-0.061, -6.544e-4
-0.062, -6.547e-4
-0.063, -6.550e-4
-0.064, -6.554e-4
-0.065, -6.557e-4
-0.066, -6.560e-4
-0.067, -6.563e-4
-0.068, -6.566e-4
-0.069, -6.569e-4
-0.070, -6.573e-4
-0.071, -6.576e-4
-0.072, -6.579e-4
-0.073, -6.582e-4
-0.074, -6.585e-4
-0.075, -6.589e-4
-0.076, -6.592e-4
-0.077, -6.595e-4
-0.078, -6.598e-4
-0.079, -6.601e-4
-0.080, -6.604e-4
-0.081, -6.608e-4
-0.082, -6.611e-4
-0.083, -6.614e-4
-0.084, -6.617e-4
-0.085, -6.621e-4
-0.086, -6.624e-4
-0.087, -6.627e-4
-0.088, -6.630e-4
-0.089, -6.634e-4
-0.090, -6.637e-4
-0.091, -6.640e-4
-0.092, -6.643e-4
-0.093, -6.647e-4
-0.094, -6.650e-4
-0.095, -6.653e-4
-0.096, -6.656e-4
-0.097, -6.660e-4
-0.098, -6.663e-4
-0.099, -6.666e-4
-0.100, -6.669e-4
-0.101, -6.672e-4
-0.102, -6.676e-4
-0.103, -6.679e-4
-0.104, -6.683e-4
-0.105, -6.686e-4
-0.106, -6.689e-4
-0.107, -6.692e-4
-0.108, -6.696e-4
-0.109, -6.699e-4
-0.110, -6.702e-4
-0.111, -6.705e-4
-0.112, -6.708e-4
-0.113, -6.712e-4
-0.114, -6.715e-4
-0.115, -6.718e-4
-0.116, -6.721e-4
-0.117, -6.724e-4
-0.118, -6.727e-4
-0.119, -6.730e-4
-0.120, -6.733e-4
-0.121, -6.737e-4
-0.122, -6.740e-4
-0.123, -6.743e-4
-0.124, -6.746e-4
-0.125, -6.749e-4
-0.126, -6.752e-4
-0.127, -6.755e-4
-0.128, -6.758e-4
-0.129, -6.761e-4
-0.130, -6.764e-4
-0.131, -6.767e-4
-0.132, -6.770e-4
-0.133, -6.772e-4
-0.134, -6.775e-4
-0.135, -6.778e-4
-0.136, -6.781e-4
-0.137, -6.784e-4
-0.138, -6.787e-4
-0.139, -6.789e-4
-0.140, -6.792e-4
-0.141, -6.795e-4
-0.142, -6.797e-4
-0.143, -6.800e-4
-0.144, -6.803e-4
-0.145, -6.805e-4
-0.146, -6.808e-4
-0.147, -6.810e-4
-0.148, -6.813e-4
-0.149, -6.815e-4
-0.150, -6.818e-4
-0.151, -6.821e-4
-0.152, -6.823e-4
-0.153, -6.826e-4
-0.154, -6.828e-4
-0.155, -6.830e-4
-0.156, -6.833e-4
-0.157, -6.835e-4
-0.158, -6.838e-4
-0.159, -6.840e-4
-0.160, -6.842e-4
-0.161, -6.845e-4
-0.162, -6.847e-4
-0.163, -6.849e-4
-0.164, -6.851e-4
-0.165, -6.853e-4
-0.166, -6.855e-4
-0.167, -6.858e-4
-0.168, -6.860e-4
-0.169, -6.862e-4
-0.170, -6.864e-4
-0.171, -6.866e-4
-0.172, -6.868e-4
-0.173, -6.870e-4
-0.174, -6.872e-4
-0.175, -6.874e-4
-0.176, -6.876e-4
-0.177, -6.878e-4
-0.178, -6.879e-4
-0.179, -6.881e-4
-0.180, -6.883e-4
-0.181, -6.885e-4
-0.182, -6.887e-4
-0.183, -6.888e-4
-0.184, -6.890e-4
-0.185, -6.892e-4
-0.186, -6.894e-4
-0.187, -6.895e-4
-0.188, -6.897e-4
-0.189, -6.899e-4
-0.190, -6.900e-4
-0.191, -6.902e-4
-0.192, -6.904e-4
-0.193, -6.905e-4
-0.194, -6.907e-4
-0.195, -6.908e-4
-0.196, -6.910e-4
-0.197, -6.911e-4
-0.198, -6.912e-4
-0.199, -6.914e-4
-0.200, -6.915e-4
-0.201, -6.917e-4
-0.202, -6.918e-4
-0.203, -6.920e-4
-0.204, -6.921e-4
-0.205, -6.922e-4
-0.206, -6.924e-4
-0.207, -6.925e-4
-0.208, -6.926e-4
-0.209, -6.928e-4
-0.210, -6.929e-4
-0.211, -6.930e-4
-0.212, -6.931e-4
-0.213, -6.932e-4
-0.214, -6.934e-4
-0.215, -6.935e-4
-0.216, -6.936e-4
-0.217, -6.937e-4
-0.218, -6.938e-4
-0.219, -6.939e-4
-0.220, -6.940e-4
-0.221, -6.941e-4
-0.222, -6.942e-4
-0.223, -6.943e-4
-0.224, -6.944e-4
-0.225, -6.945e-4
-0.226, -6.946e-4
-0.227, -6.947e-4
-0.228, -6.948e-4
-0.229, -6.949e-4
-0.230, -6.950e-4
-0.231, -6.951e-4
-0.232, -6.951e-4
-0.233, -6.952e-4
-0.234, -6.953e-4
-0.235, -6.954e-4
-0.236, -6.955e-4
-0.237, -6.956e-4
-0.238, -6.956e-4
-0.239, -6.957e-4
-0.240, -6.958e-4
-0.241, -6.959e-4
-0.242, -6.959e-4
-0.243, -6.960e-4
-0.244, -6.961e-4
-0.245, -6.961e-4
-0.246, -6.962e-4
-0.247, -6.963e-4
-0.248, -6.963e-4
-0.249, -6.964e-4
-0.250, -6.965e-4
-0.251, -6.965e-4
-0.252, -6.966e-4
-0.253, -6.966e-4
-0.254, -6.967e-4
-0.255, -6.967e-4
-0.256, -6.968e-4
-0.257, -6.968e-4
-0.258, -6.969e-4
-0.259, -6.970e-4
-0.260, -6.970e-4
-0.261, -6.971e-4
-0.262, -6.971e-4
-0.263, -6.972e-4
-0.264, -6.972e-4
-0.265, -6.973e-4
-0.266, -6.973e-4
-0.267, -6.974e-4
-0.268, -6.974e-4
-0.269, -6.975e-4
-0.270, -6.975e-4
-0.271, -6.976e-4
-0.272, -6.976e-4
-0.273, -6.977e-4
